premise;hypothesis;label
ང་ཚོས་ནང་དུ་འཛུལ་སྐབས་སྒོ་བརྟན་པོར་བཞག་ཡོད། ;སྒོ་རྒྱབ་ཡོད་ཀྱང་། ངེད་རྣམས་ནང་དུ་སོང་བ་ཡིན། ;0
ངས་རྩིས་རྒྱག་བྱས་ནས་དེ་འདྲ་ཡོང་གི་རེད། ;ངས་འདི་ཚོ་ཚང་མའི་གྲངས་ཀ་ཤེས་པར་ཡིད་ཆེས་བྱེད་རྒྱུ་དེ་གལ་ཆེ་བ་རེད། ;1
ངས་རྩིས་རྒྱག་བྱས་ནས་དེ་འདྲ་ཡོང་གི་རེད། ;ངས་གྲངས་འབོར་ཇི་འདྲ་ཞིག་བཀོད་དགོས་ཀྱི་རེད་མ་ཤེས་པས། འདིར་ཡོད་ཀྱི་གནས་ཚུལ་གསལ་པོ་བཤད་རོགས་གནང་། ;2
ངས་རྩིས་རྒྱག་བྱས་ནས་དེ་འདྲ་ཡོང་གི་རེད། ;ངས་རྩིས་རྒྱག་བྱེད་རྒྱུ་ནི་རྩིས་རྒྱག་ཆ་ཚང་ལ་གཞི་བཞག་ནས་ཡིན། ;0
ཁོང་ཕེབས་ཏེ་སྒོ་བཕྱེ་ནས་ངས་ཁོང་གི་གདོང་ལ་བལྟས་ནས་ཁོང་སེམས་ཕམ་ཡོད་པ་ཤེས་ཐུབ་ཀྱི་ཡོད་པ་དྲན་བྱུང་། ;ཁོང་ཧ་ཅང་དགའ་ཞིང་སེམས་དགའ་བས་སྒོའི་སྒྲོམ་དེ་ཕུད་ནས་ཕུད་སོང་། ;2
ཁོང་ཕེབས་ཏེ་སྒོ་བཕྱེ་ནས་ངས་ཁོང་གི་གདོང་ལ་བལྟས་ནས་ཁོང་སེམས་ཕམ་ཡོད་པ་ཤེས་ཐུབ་ཀྱི་ཡོད་པ་དྲན་བྱུང་། ;ཁོས་ང་ཚོར་ཉེས་སྐྱོན་མི་འདོན་པར་བརྩམས་ཀྱང་། ང་ཚོས་ཁོ་ལ་དཀའ་ངལ་ཆེན་པོ་བཏང་ཡོད་པ་ཤེས་ཀྱི་ཡོད། ;1
ཁོང་ཕེབས་ཏེ་སྒོ་བཕྱེ་ནས་ངས་ཁོང་གི་གདོང་ལ་བལྟས་ནས་ཁོང་སེམས་ཕམ་ཡོད་པ་ཤེས་ཐུབ་ཀྱི་ཡོད་པ་དྲན་བྱུང་། ;ཁོང་སྒོ་བརྒྱུད་ཕེབས་སྐབས་ཀྱི་ཁོང་གི་གདོང་གི་རྣམ་པ་ལས་ཁོང་ལ་བློ་ཕམ་ཡོད་པ་ཤེས་བྱུང་། ;0
ངས་དངོས་ཡོད་གཏམ་རྒྱུད་གང་ཡང་ཤེས་ཀྱི་མེད། ;ང་ལ་ཚོང་ཁང་ངོ་སྤྲོད་ཅིག་མེད། ;0
ངས་དངོས་ཡོད་གཏམ་རྒྱུད་གང་ཡང་ཤེས་ཀྱི་མེད། ;ངས་ཚོང་ཁང་གཅིག་ཡོད་ལ། ;2
ངས་དངོས་ཡོད་གཏམ་རྒྱུད་གང་ཡང་ཤེས་ཀྱི་མེད། ;ཚོང་ཁང་མང་པོ་ཞིག་ཡོད། ;1
ཁོང་རང་ཉིད་ཀྱིས་གང་ཞིག་བྱེད་རྒྱུ་མིན་པ་དེ་ནི་དངོས་གནས་དེ་ལྟ་བུ་རེད། ;ཁོ་ལ་རོགས་པ་མང་པོ་ཐོབ་ཀྱི་ཡོད། ;0
ཁོང་རང་ཉིད་ཀྱིས་གང་ཞིག་བྱེད་རྒྱུ་མིན་པ་དེ་ནི་དངོས་གནས་དེ་ལྟ་བུ་རེད། ;ཁོང་ལ་བཟའ་བཏུང་དང་གྱོན་གོས་སོགས་ཀྱི་རོགས་རམ་ཐོབ་ཀྱི་ཡོད། ;1
ཁོང་རང་ཉིད་ཀྱིས་གང་ཞིག་བྱེད་རྒྱུ་མིན་པ་དེ་ནི་དངོས་གནས་དེ་ལྟ་བུ་རེད། ;ཁོང་རང་དབང་ཆེན་པོ་རེད། ;2
ངས་ཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧ ;རཱ་མོ་ན་ནི་ས་ལ་ཉལ་ནས་ལུས་པོ་སྦྲུམ་པའི་ས་ཆ་ཞིག་ཏུ་ཉལ་བཞིན་ཡོད་པ་རེད། ;2
ངས་ཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧ ;ར་མོ་ན་ཡིས་ང་ལ་ཁ་རོག་ནས་སྐྱོན་བརྗོད་བྱས་པ་ཡིན། ;1
ངས་ཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧཧ ;ང་དེར་བསྡད་སྐབས་ར་མོ་ན་ཡར་ལངས་ནས་བསྡད་འདུག ;0
མོ་ནི་འོད་ཟེར་ལྡན་པ་ཞིག་རེད། ;མོ་ཟས་མང་པོ་ཟ་ཡང་། མོ་རང་ལུས་ཚད་མ་ཆེ་རུ་སོང་བ་རེད། ;1
མོ་ནི་འོད་ཟེར་ལྡན་པ་ཞིག་རེད། ;མོ་ལ་ཚད་ཚད་གང་ཡང་མ་འདུག ;0
མོ་ནི་འོད་ཟེར་ལྡན་པ་ཞིག་རེད། ;མོ་ཧ་ཅང་དགའ་པོ་བྱུང་ངོ་། ;2
དེའི་རྗེས་ལ་ཁོང་ཨོ་གྷ་སི་ཊ་ཏུ་བསྡད་ཡོད་མེད་ངས་མི་ཤེས་སོ། ;ཁོང་ཡང་ཡང་ཨོ་གྷ་སི་ཊ་སུ་གནས་བཞིན་ཡོད། ;1
དེའི་རྗེས་ལ་ཁོང་ཨོ་གྷ་སི་ཊ་ཏུ་བསྡད་ཡོད་མེད་ངས་མི་ཤེས་སོ། ;ཁོང་ཨ་གྷུ་སི་ཊ་སུ་མུ་མཐུད་སྡོད་པ་རེད། ;0
དེའི་རྗེས་ལ་ཁོང་ཨོ་གྷ་སི་ཊ་ཏུ་བསྡད་ཡོད་མེད་ངས་མི་ཤེས་སོ། ;ཁོང་ཨ་གྷུ་སི་ཊ་ནས་ཕྱིར་ཐོན་པ་རེད། ;2
ང་ཚོས་བྱས་པ་ལས་ཁོ་ཚོས་གང་དུ་འགྲོ་གི་ཡོད་པ་ནམ་ཡང་མ་བཤད་པར་འདུག ཁོ་ཚོས་གནས་ཁང་ནས་གཞན་ཞིག་ཏུ་གནས་སྐབས་ཤིག་སྡོད་པར་འགྲོ་སྐབས་ཀྱང་མ་བཤད་པར་འདུག ;ངས་ཁོང་ཚོ་གང་དུ་འགྲོ་གི་ཡོད་མེད་ནམ་ཡང་དྲིས་མེད། ;1
ང་ཚོས་བྱས་པ་ལས་ཁོ་ཚོས་གང་དུ་འགྲོ་གི་ཡོད་པ་ནམ་ཡང་མ་བཤད་པར་འདུག ཁོ་ཚོས་གནས་ཁང་ནས་གཞན་ཞིག་ཏུ་གནས་སྐབས་ཤིག་སྡོད་པར་འགྲོ་སྐབས་ཀྱང་མ་བཤད་པར་འདུག ;ཁོང་ཚོས་ང་ཚོ་ག་དུས་གང་དུ་ཡོད་པ་དང་གང་དུ་འགྲོ་གི་ཡོད་པ་ང་ཚོར་རྒྱུན་དུ་བརྗོད་ཀྱི་ཡོད། ;2
ང་ཚོས་བྱས་པ་ལས་ཁོ་ཚོས་གང་དུ་འགྲོ་གི་ཡོད་པ་ནམ་ཡང་མ་བཤད་པར་འདུག ཁོ་ཚོས་གནས་ཁང་ནས་གཞན་ཞིག་ཏུ་གནས་སྐབས་ཤིག་སྡོད་པར་འགྲོ་སྐབས་ཀྱང་མ་བཤད་པར་འདུག ;ཁོང་ཚོས་ང་ཚོ་གང་དུ་འགྲོ་གི་ཡོད་པ་ནམ་ཡང་མ་བཤད་པས། ;0
ཁོང་ཚོས་སྨྲས་པ། ང་ཚོས་ཁྱེད་རང་སྡོད་སའི་ཁང་པ་ཞིག་སྤྲོད་ཀྱི་ཡིན། ;ཁོ་ཚོས་ང་ཚོའི་ཆེད་དུ་གང་ཡང་སྤྲོད་མི་ཡོང་། ;2
ཁོང་ཚོས་སྨྲས་པ། ང་ཚོས་ཁྱེད་རང་སྡོད་སའི་ཁང་པ་ཞིག་སྤྲོད་ཀྱི་ཡིན། ;ཁོང་ཚོས་ང་དང་ངའི་སྤུན་ཆུང་བ་ཚོའི་ཁྱིམ་གྱི་གླ་ཆའི་གླ་ཆའི་ལས་འགུལ་བྱེད་བཞིན་ཡོད། ;1
ཁོང་ཚོས་སྨྲས་པ། ང་ཚོས་ཁྱེད་རང་སྡོད་སའི་ཁང་པ་ཞིག་སྤྲོད་ཀྱི་ཡིན། ;ཁོང་ཚོས་ཁང་གླ་སྤྲོད་ཀྱི་ཡོད། ;0
ཉིན་རྗེས་མར་སྲིད་འཛིན་ཀེན་ནི་ཌིས་ཀུའུ་བ་མཐའ་བསྐོར་ནས་ང་ཚོའི་གྲུ་གཟིངས་ཀྱིས་རུསི་པའི་གྲུ་གཟིངས་ཤིག་བཀག་པ་དང་། གྲུ་གཟིངས་དེའི་ནང་ལ་མིསི་ཊི་ལར་མཚོན་ཆ་ཡོད་པ་རྙེད་བྱུང་། ;ཀེན་ཌ་ནི་གྱིས་ང་ཚོའི་དམག་མིས་མིསི་ཊི་ལར་ལྟ་དགོས་ཅེས་བཀའ་བསྒོས་བྱས་འདུག ;0
ཉིན་རྗེས་མར་སྲིད་འཛིན་ཀེན་ནི་ཌིས་ཀུའུ་བ་མཐའ་བསྐོར་ནས་ང་ཚོའི་གྲུ་གཟིངས་ཀྱིས་རུསི་པའི་གྲུ་གཟིངས་ཤིག་བཀག་པ་དང་། གྲུ་གཟིངས་དེའི་ནང་ལ་མིསི་ཊི་ལར་མཚོན་ཆ་ཡོད་པ་རྙེད་བྱུང་། ;ཁོང་ཚོས་དམག་འཁྲུག་མི་འདོད་པའི་རྐྱེན་གྱིས་གྲུ་གཟིངས་སུ་བཀག་འགོག་བྱས་མེད། ;2
ཉིན་རྗེས་མར་སྲིད་འཛིན་ཀེན་ནི་ཌིས་ཀུའུ་བ་མཐའ་བསྐོར་ནས་ང་ཚོའི་གྲུ་གཟིངས་ཀྱིས་རུསི་པའི་གྲུ་གཟིངས་ཤིག་བཀག་པ་དང་། གྲུ་གཟིངས་དེའི་ནང་ལ་མིསི་ཊི་ལར་མཚོན་ཆ་ཡོད་པ་རྙེད་བྱུང་། ;གྲུ་གཟིངས་ནང་རྡུལ་ཕྲན་ ༢༠ མཐོང་བ་རེད། ;1
སྐྱེ་བོ་དེ་ཡང་སླེབས་སོང་། ;མི་དེས་ཁྲིམས་ཁང་ནང་དུ་འཛུལ་བ་དང་། ;1
སྐྱེ་བོ་དེ་ཡང་སླེབས་སོང་། ;མི་དེའང་ཁང་མིག་ནང་དུ་འཛུལ་སོང་། ;0
སྐྱེ་བོ་དེ་ཡང་སླེབས་སོང་། ;མི་དེས་ཕྱོགས་གཞན་ནས་བྲོས་སོང་། ;2
ངའི་ཕ་མ་གཉིས་ནི་དུས་རྟག་ཏུ་བྱམས་བརྩེ་ཅན་གྱི་མི་ཞིག་རེད། ཕ་མ་གཉིས་ཀྱང་དེ་ལྟར་ཡིན་ཏེ། ང་ཚོ་དུས་ཡུན་རིང་པོ་དེར་གནས་ཀྱི་ཡོད། ;ང་ཨ་རྒས་དང་ཨ་མ་རྒས་ཀྱི་ཁྱིམ་དུ་འགྲོ་རྒྱུར་ཡུན་རིང་འགོར་སོང་། ;1
ངའི་ཕ་མ་གཉིས་ནི་དུས་རྟག་ཏུ་བྱམས་བརྩེ་ཅན་གྱི་མི་ཞིག་རེད། ཕ་མ་གཉིས་ཀྱང་དེ་ལྟར་ཡིན་ཏེ། ང་ཚོ་དུས་ཡུན་རིང་པོ་དེར་གནས་ཀྱི་ཡོད། ;ངའི་ཕ་མ་གཉིས་ནི་ཕན་ཚུན་ལ་ཧ་ཅང་གཅེས་པོ་བྱེད་ཀྱི་ཁྱོ་ག་ཞིག་རེད། ;0
ངའི་ཕ་མ་གཉིས་ནི་དུས་རྟག་ཏུ་བྱམས་བརྩེ་ཅན་གྱི་མི་ཞིག་རེད། ཕ་མ་གཉིས་ཀྱང་དེ་ལྟར་ཡིན་ཏེ། ང་ཚོ་དུས་ཡུན་རིང་པོ་དེར་གནས་ཀྱི་ཡོད། ;ངའི་ཕ་མ་གཉིས་ནི་སེམས་ཁྲལ་ཅན་ཞིག་ཡིན་པས་ངེད་གཉིས་ཁོ་ཚོའི་ཁྱིམ་དུ་འགྲོ་བ་མི་དགའ་བ་རེད། ;2
ངས་དུས་མེད་ཀྱི་ལས་སྣ་སྣ་ཚོགས་ལ་ཞུགས་ཀྱི་ཡོད། ;ངས་དེ་རྗེས་ལ་ཡང་བསྐྱར་བསྐྱར་བསྐྱར་དུ་བསྐྱར་དུ་བསྐྱར་དུ་བསྐྱར་དུ་བསྐྱར་དུ་བསྐྱར་དུ་བསྐྱར་དུ་བསྐྱར་དུ་བསྐྱར་དུ་བསྐྱར་དུ་བསྐྱར་དུ་བསྐྱར་དུ་བསྐྱར་དུ་བསྐྱར་དུ་བསྐྱར་དུ་བསྐྱར་དུ་བསྐྱར་དུ་བསྐྱར་དུ་བསྐྱར་དུ་བསྐྱར་དུ་བསྐྱར་དུ་བསྐྱར་དུ་བསྐྱར་དུ་བསྐྱར་དུ་བསྐྱར་དུ་བསྐྱར་དུ་བསྐྱར་དུ་བསྐྱར་དུ་བསྐྱར་དུ་བསྐྱར་ ;1
